"locus_tag","confidence","p-value","PDB_ID","SCOP_ID"
"Rv2185c","MEDIUM",0.008,"1eemA1","NULL"
"Rv2186c","LOW",0.049,"1fnf01","NULL"
"Rv2187","CERT",6E-10,"1amuA0","e.23.1.1"
"Rv2188c","CERT",2E-09,"1f0kA0","c.87.1.2"
"Rv2189c","MEDIUM",0.004,"1jehA2","NULL"
"Rv2190c","LOW",0.013,"2por00","f.4.3.1"
"Rv2191","MEDIUM",0.004,"1al300","c.94.1.1"
"Rv2192c","CERT",9E-05,"1d3gA0","c.1.4.1"
"Rv2193","CERT",9E-05,"1dovA0","a.24.9.1"
"Rv2194","HIGH",0.0002,"2mtaC0","a.3.1.1"
"Rv2195","HIGH",0.0003,"1e39A2","NULL"
"Rv2196","MEDIUM",0.008,"1qumA0","c.1.15.1"
"Rv2197c","MEDIUM",0.007,"1dxy01","NULL"
"Rv2198c","MEDIUM",0.002,"1qhbA0","a.111.1.2"
"Rv2199c","LOW",0.015,"1ivhA2","NULL"
"Rv2200c","CERT",3E-06,"2occB0","b.6.1.2"
"Rv2201","CERT",2E-08,"1ecfB0","c.61.1.1"
"Rv2202c","CERT",4E-07,"1c3qA0","c.72.1.2"
"Rv2203","GUESS",0.255,"1iumA0","None"
"Rv2204c","LOW",0.084,"2tct01","NULL"
"Rv2205c","HIGH",0.0006,"1gewA0","c.67.1.1"
"Rv2206","GUESS",0.104,"1vfrA0","d.90.1.1"
"Rv2207","CERT",7E-10,"1d0vA0","c.39.1.1"
"Rv2208","LOW",0.01,"1c4hA0","None"
"Rv2209","MEDIUM",0.003,"1gceA0","e.3.1.1"
"Rv2210c","CERT",5E-08,"1a3gA0","e.17.1.1"
"Rv2211c","LOW",0.089,"1g8lA3","NULL"
"Rv2212","CERT",3E-07,"1fx2A0","d.58.29.1"
"Rv2213","CERT",6E-07,"1amp00","c.56.5.4"
"Rv2214c","CERT",4E-08,"1c4xA0","c.69.1.10"
"Rv2215","CERT",4E-08,"3cla00","c.43.1.1"
"Rv2216","CERT",5E-06,"1xel00","c.2.1.2"
"Rv2217","MEDIUM",0.002,"1poxA2","NULL"
"Rv2218","CERT",9E-05,"1a5300","c.1.2.4"
"Rv2219","MEDIUM",0.001,"1bmtA0","a.46.1.1"
"Rv2220","LOW",0.086,"1a0fA1","NULL"
"Rv2221c","HIGH",0.0006,"1ee4A0","NULL"
"Rv2222c","MEDIUM",0.005,"1f5sA0","c.108.1.4"
"Rv2223c","CERT",1E-05,"1qtrA0","c.69.1.7"
"Rv2224c","CERT",8E-05,"1qtrA0","c.69.1.7"
"Rv2225","CERT",7E-06,"1pymA0","c.1.12.7"
"Rv2226","HIGH",0.0002,"1c1gB0","NULL"
"Rv2227","GUESS",0.304,"1itpA0","d.58.3.2"
"Rv2228c","CERT",1E-07,"1bif00","c.37.1.7"
"Rv2229c","MEDIUM",0.001,"1gkxA0","a.29.5.1"
"Rv2230c","HIGH",0.0001,"1gca00","c.93.1.1"
"Rv2231c","CERT",5E-09,"1gewA0","c.67.1.1"
"Rv2232","MEDIUM",0.005,"1qq5A0","c.108.1.1"
"Rv2233","CERT",4E-05,"1qq5A0","c.108.1.1"
"Rv2234","LOW",0.013,"1mpyA1","NULL"
"Rv2235","GUESS",0.184,"2napA1","NULL"
"Rv2236c","MEDIUM",0.005,"1fp1D2","NULL"
"Rv2237","MEDIUM",0.001,"1a4mA0","c.1.9.1"
"Rv2238c","CERT",5E-07,"1qq2A0","c.47.1.10"
"Rv2239c","HIGH",0.0002,"1bywA0","d.110.3.6"
"Rv2240c","MEDIUM",0.009,"1qd1A1","NULL"
"Rv2241","CERT",2E-08,"1qs0B0","c.36.1.7"
"Rv2242","CERT",5E-05,"1d0vA0","c.39.1.1"
"Rv2243","CERT",2E-09,"1mla00","c.19.1.1"
"Rv2244","MEDIUM",0.001,"1dnyA0","a.28.1.2"
"Rv2245","CERT",6E-07,"1bi5A0","c.95.1.2"
"Rv2246","CERT",2E-07,"1bi5A0","c.95.1.2"
"Rv2247","CERT",0.0001,"1ef8A0","c.14.1.3"
"Rv2248","MEDIUM",0.005,"1gajA0","c.37.1.12"
"Rv2249c","CERT",2E-06,"1c0pA1","NULL"
"Rv2250c","CERT",5E-07,"2tct00","a.4.1.9"
"Rv2251","CERT",3E-07,"1f0xA0","d.58.32.2"
"Rv2252","MEDIUM",0.004,"1gdhA2","NULL"
"Rv2253","LOW",0.024,"1qqgA0","b.55.1.2"
"Rv2254c","MEDIUM",0.003,"1qsaA2","NULL"
"Rv2255c","LOW",0.066,"1ihrA0","d.212.1.2"
"Rv2256c","LOW",0.07,"1fohA0","c.3.1.2"
"Rv2257c","CERT",4E-08,"1e25A0","e.3.1.1"
"Rv2258c","CERT",5E-09,"1fpxA0","a.4.5.29"
"Rv2259","CERT",5E-10,"2ohxA0","b.35.1.2"
"Rv2260","CERT",4E-08,"1qh5A0","d.157.1.2"
"Rv2261c","MEDIUM",0.01,"2tpsA0","c.1.3.1"
"Rv2262c","HIGH",0.0002,"1k17A0","None"
"Rv2263","CERT",8E-08,"1cydA0","c.2.1.2"
"Rv2264c","CERT",5E-08,"1jceA0","c.55.1.1"
"Rv2265","MEDIUM",0.001,"2sli02","NULL"
"Rv2266","CERT",1E-08,"1f4tA0","a.104.1.1"
"Rv2267c","CERT",8E-07,"1fmjA0","c.37.1.5"
"Rv2268c","CERT",3E-09,"1f4tA0","a.104.1.1"
"Rv2269c","LOW",0.049,"1iqaA0","b.22.1.1"
"Rv2270","LOW",0.049,"1gpl00","b.12.1.2"
"Rv2271","LOW",0.076,"1bl0A1","NULL"
"Rv2272","LOW",0.033,"1aln02","NULL"
"Rv2273","GUESS",0.154,"1ip9A0","d.15.2.2"
"Rv2274c","GUESS",0.106,"1gcyA1","NULL"
"Rv2275","LOW",0.027,"3aky01","NULL"
"Rv2276","CERT",6E-09,"1dt6A0","a.104.1.1"
"Rv2277c","LOW",0.041,"1j79A0","c.1.9.4"
"Rv2278","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv2279","CERT",7E-05,"1cxqA0","NULL"
"Rv2280","CERT",5E-09,"1f0xA0","d.58.32.2"
"Rv2281","MEDIUM",0.002,"1fohA5","NULL"
"Rv2282c","CERT",1E-07,"1al300","c.94.1.1"
"Rv2283","GUESS",0.279,"1jeiA0","NULL"
"Rv2284","CERT",1E-07,"1qfmA2","NULL"
"Rv2285","LOW",0.028,"1ft9A2","NULL"
"Rv2286c","CERT",9E-06,"1fvkA0","c.47.1.13"
"Rv2287","HIGH",0.0005,"1fohA5","NULL"
"Rv2288","GUESS",0.195,"1js6A0","c.67.1.6"
"Rv2289","GUESS",0.182,"1dp0A2","NULL"
"Rv2290","MEDIUM",0.002,"1qfhA0","b.1.18.10"
"Rv2291","CERT",2E-08,"1e0cA0","c.46.1.2"
"Rv2292c","GUESS",0.152,"1qsaA0","a.118.5.1"
"Rv2293c","MEDIUM",0.002,"1gci00","c.41.1.1"
"Rv2294","CERT",6E-10,"1d2fA0","c.67.1.3"
"Rv2295","GUESS",0.237,"1glqA1","NULL"
"Rv2296","CERT",6E-09,"1bn6A0","c.69.1.8"
"Rv2297","LOW",0.082,"1vdc00","c.3.1.5"
"Rv2298","CERT",3E-09,"1qrqA0","c.1.7.1"
"Rv2299c","CERT",2E-05,"1aj600","d.122.1.2"
"Rv2300c","CERT",8E-07,"1a7tA0","d.157.1.1"
"Rv2301","LOW",0.073,"1c5200","a.3.1.1"
"Rv2302","GUESS",0.226,"1fu1B0","b.59.1.1"
"Rv2303c","HIGH",0.0001,"1j79A0","c.1.9.4"
"Rv2304c","GUESS",0.514,"1dxgA0","NULL"
"Rv2305","MEDIUM",0.007,"1bmtA0","a.46.1.1"
"Rv2306c","LOW",0.04,"2mcm00","b.1.7.1"
"Rv2307c","CERT",1E-08,"1qfmA2","NULL"
"Rv2308","LOW",0.063,"1a2oA1","NULL"
"Rv2309c","CERT",6E-05,"1a0p02","NULL"
"Rv2310","MEDIUM",0.004,"1jbgA0","a.6.1.3"
"Rv2311","LOW",0.049,"1prtF0","b.40.2.1"
"Rv2312","MEDIUM",0.003,"1mgtA0","a.4.2.1"
"Rv2313c","MEDIUM",0.001,"1amp00","c.56.5.4"
"Rv2314c","MEDIUM",0.006,"1xgsA2","NULL"
"Rv2315c","HIGH",0.0002,"1lucA0","c.1.16.1"
"Rv2316","MEDIUM",0.004,"1flfA0","None"
"Rv2317","MEDIUM",0.004,"1f0iA1","NULL"
"Rv2318","CERT",3E-08,"2thiA0","c.94.1.1"
"Rv2319c","CERT",2E-06,"1mjhA0","c.26.2.4"
"Rv2320c","HIGH",0.0007,"1qflA1","NULL"
"Rv2321c","LOW",0.022,"2scuA0","c.2.1.8"
"Rv2322c","CERT",3E-06,"1dtyA0","c.67.1.4"
"Rv2323c","CERT",2E-08,"1jdw00","d.126.1.2"
"Rv2324","HIGH",0.0002,"1bia00","a.4.5.1"
"Rv2325c","HIGH",0.0001,"1ee8A0","a.156.1.2"
"Rv2326c","CERT",4E-08,"1gajA0","c.37.1.12"
"Rv2327","CERT",9E-05,"1bi000","a.4.5.24"
"Rv2328","MEDIUM",0.007,"1jc4A0","d.32.1.4"
"Rv2329c","LOW",0.011,"1qtrA0","c.69.1.7"
"Rv2330c","LOW",0.031,"2ncm00","b.1.1.4"
"Rv2331","LOW",0.013,"1dmlA1","NULL"
"Rv2332","CERT",3E-10,"1qr6A0","c.2.1.7"
"Rv2333c","MEDIUM",0.002,"1gdhA1","NULL"
"Rv2334","CERT",4E-09,"2tysB0","NULL"
"Rv2335","CERT",1E-06,"2xat00","b.81.1.3"
"Rv2336","GUESS",0.142,"1edzA1","NULL"
"Rv2337c","MEDIUM",0.002,"1dusA0","c.66.1.4"
"Rv2338c","HIGH",0.0001,"1c0pA1","NULL"
"Rv2339","HIGH",0.0002,"1gca00","c.93.1.1"
"Rv2340","MEDIUM",0.002,"1mla01","NULL"
"Rv2341","LOW",0.018,"2pia03","NULL"
"Rv2342","GUESS",0.107,"1vdrA0","c.71.1.1"
"Rv2343c","CERT",3E-06,"1d0qA0","g.41.3.2"
"Rv2344c","HIGH",0.0008,"2tct00","a.4.1.9"
"Rv2345","CERT",1E-06,"1c1gB0","NULL"
"Rv2346c","GUESS",0.15,"1jc4A0","d.32.1.4"
"Rv2347c","LOW",0.021,"1qu9A0","d.79.1.1"
"Rv2348c","GUESS",0.273,"1jdw00","d.126.1.2"
"Rv2349c","LOW",0.032,"1jvr00","a.61.1.2"
"Rv2350c","GUESS",0.135,"1c4eA0","g.3.4.1"
"Rv2351c","MEDIUM",0.002,"1edg00","c.1.8.3"
"Rv2352c","LOW",0.044,"1k0sA0","b.40.7.1"
"Rv2353c","HIGH",0.0001,"1a6cA0","b.121.4.2"
"Rv2354","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv2355","CERT",7E-05,"1cxqA0","NULL"
"Rv2356c","HIGH",0.0007,"1bp100","d.83.1.1"
"Rv2357c","CERT",4E-07,"1qf6A0","c.51.1.1"
"Rv2358","HIGH",0.0002,"1bjaA0","a.4.5.9"
"Rv2359","MEDIUM",0.005,"1qbjA0","a.4.5.19"
"Rv2360c","LOW",0.027,"1bjwA0","c.67.1.1"
"Rv2361c","LOW",0.032,"1gpeA0","c.3.1.2"
"Rv2362c","MEDIUM",0.002,"1dtyA0","c.67.1.4"
"Rv2363","LOW",0.065,"1bfd01","NULL"
"Rv2364c","CERT",6E-07,"1byuA0","c.37.1.8"
"Rv2365c","HIGH",0.0007,"1jtkA0","c.97.1.1"
"Rv2366c","MEDIUM",0.01,"1cx4A1","NULL"
"Rv2367c","LOW",0.074,"1mjhA0","c.26.2.4"
"Rv2368c","CERT",5E-05,"1e32A2","NULL"
"Rv2369c","GUESS",0.428,"1ebmA0","a.96.1.3"
"Rv2370c","HIGH",0.0003,"1ubpC0","b.92.1.1"
"Rv2371","GUESS",0.265,"1dxy01","NULL"
"Rv2372c","CERT",2E-05,"2tpsA0","c.1.3.1"
"Rv2373c","CERT",3E-06,"1c3gA0","b.4.1.1"
"Rv2374c","CERT",6E-05,"1bi000","a.4.5.24"
"Rv2375","LOW",0.075,"1a7600","a.60.7.1"
"Rv2376c","LOW",0.058,"1f00I1","NULL"
"Rv2377c","GUESS",0.152,"1aiw00","b.72.2.1"
"Rv2378c","MEDIUM",0.002,"1jehA2","NULL"
"Rv2379c","CERT",5E-10,"1amuA0","e.23.1.1"
"Rv2380c","CERT",5E-10,"1amuA0","e.23.1.1"
"Rv2381c","CERT",2E-09,"1mla00","c.19.1.1"
"Rv2382c","CERT",9E-08,"1bi5A0","c.95.1.2"
"Rv2383c","CERT",6E-10,"1amuA0","e.23.1.1"
"Rv2384","CERT",5E-10,"1amuA0","e.23.1.1"
"Rv2385","CERT",1E-08,"1qfmA2","NULL"
"Rv2386c","CERT",3E-09,"1qdlA0","d.161.1.1"
"Rv2387","MEDIUM",0.01,"1g8pA0","c.37.1.20"
"Rv2388c","CERT",9E-05,"1fohA5","NULL"
"Rv2389c","MEDIUM",0.008,"1qsaA2","NULL"
"Rv2390c","LOW",0.073,"1a8700","f.1.1.1"
"Rv2391","MEDIUM",0.002,"1ecxA0","c.67.1.3"
"Rv2392","CERT",6E-06,"2nsyA0","c.26.2.1"
"Rv2393","CERT",2E-06,"1gca00","c.93.1.1"
"Rv2394","MEDIUM",0.001,"1j79A0","c.1.9.4"
"Rv2395","HIGH",0.0008,"1vsgA0","h.4.1.1"
"Rv2394","MEDIUM",0.005,"1dquA0","c.1.12.7"
"Rv2395","CERT",2E-08,"1gajA0","c.37.1.12"
"Rv2398c","LOW",0.017,"1qq5A0","c.108.1.1"
"Rv2399c","HIGH",0.0009,"1bncA0","b.84.2.1"
"Rv2400c","CERT",3E-07,"1mrp00","c.94.1.1"
"Rv2401","GUESS",0.186,"1a1tA0","g.40.1.1"
"Rv2402","LOW",0.016,"1iow02","NULL"
"Rv2403c","MEDIUM",0.004,"1pymA0","c.1.12.7"
"Rv2404c","CERT",4E-08,"1efcA0","b.43.3.1"
"Rv2405","LOW",0.02,"1ile03","NULL"
"Rv2406c","MEDIUM",0.003,"1dssG1","NULL"
"Rv2407","CERT",1E-05,"1a7tA0","d.157.1.1"
"Rv2408","HIGH",0.0004,"2mnr01","NULL"
"Rv2409c","LOW",0.056,"1f5sA0","c.108.1.4"
"Rv2410c","LOW",0.054,"1jusE0","a.4.1.9"
"Rv2411c","MEDIUM",0.004,"1d2nA0","c.37.1.20"
"Rv2412","MEDIUM",0.008,"1am9A0","a.38.1.1"
"Rv2413c","HIGH",0.0001,"1dubA0","c.14.1.3"
"Rv2414c","HIGH",0.0004,"2mbr00","d.145.1.2"
"Rv2415c","GUESS",0.182,"2tpt03","NULL"
"Rv2416c","CERT",4E-05,"1qsmA0","d.108.1.1"
"Rv2417c","HIGH",0.0009,"1qfmA2","NULL"
"Rv2418c","HIGH",0.0008,"1a5300","c.1.2.4"
"Rv2419c","CERT",3E-08,"1bif02","NULL"
"Rv2420c","MEDIUM",0.005,"1qu9A0","d.79.1.1"
"Rv2421c","GUESS",0.107,"1ft9A1","NULL"
"Rv2422","LOW",0.052,"1lucA0","c.1.16.1"
"Rv2423","CERT",1E-07,"1fpqA0","a.4.5.29"
"Rv2424c","MEDIUM",0.004,"1gkxA0","a.29.5.1"
"Rv2425c","MEDIUM",0.001,"1ebmA0","a.96.1.3"
"Rv2426c","CERT",2E-08,"1g8pA0","c.37.1.20"
"Rv2427c","HIGH",0.0009,"1j79A0","c.1.9.4"
"Rv2428","CERT",8E-08,"1qq2A0","c.47.1.10"
"Rv2429","HIGH",0.0006,"2tpsA0","c.1.3.1"
"Rv2430c","MEDIUM",0.002,"1jehA2","NULL"
"Rv2431c","LOW",0.021,"1aln01","NULL"
"Rv2432c","LOW",0.092,"1fohA0","c.3.1.2"
"Rv2433c","GUESS",0.526,"1vpc00","NULL"
"Rv2434c","CERT",5E-06,"1cx4A2","NULL"
"Rv2435c","CERT",8E-07,"1fx2A0","d.58.29.1"
"Rv2436","CERT",2E-08,"1c3qA0","c.72.1.2"
"Rv2437","LOW",0.026,"8fabA2","NULL"
"Rv2438A","CERT",2E-07,"2nsyA0","c.26.2.1"
"Rv2439c","MEDIUM",0.001,"1lst00","c.94.1.1"
"Rv2440c","CERT",4E-06,"1f60A3","NULL"
"Rv2441c","GUESS",0.13,"1dp4A0","c.93.1.1"
"Rv2442c","MEDIUM",0.002,"1cwvA1","NULL"
"Rv2443","MEDIUM",0.002,"2tct00","a.4.1.9"
"Rv2444c","HIGH",0.0005,"1dv1A3","NULL"
"Rv2445c","LOW",0.073,"1c4kA2","NULL"
"Rv2446c","LOW",0.05,"1a1z00","a.77.1.4"
"Rv2447c","CERT",2E-09,"1gg4A0","c.98.1.1"
"Rv2448c","CERT",8E-10,"1qu2A0","NULL"
"Rv2449c","HIGH",0.0006,"1gcuA1","NULL"
"Rv2450c","MEDIUM",0.006,"2pgd02","NULL"
"Rv2451","GUESS",0.135,"1e39A2","NULL"
"Rv2452c","GUESS",0.418,"1cwvA1","NULL"
"Rv2453c","CERT",5E-08,"1fr9A0","c.68.1.8"
"Rv2454c","CERT",1E-07,"1poxA3","NULL"
"Rv2455c","CERT",4E-07,"1poxA2","NULL"
"Rv2456c","LOW",0.015,"1bhgA2","NULL"
"Rv2457c","CERT",3E-08,"1do0A0","c.37.1.20"
"Rv2458","CERT",5E-05,"2tmdA0","c.1.4.1"
"Rv2459","MEDIUM",0.003,"1gg4A0","c.98.1.1"
"Rv2460c","CERT",5E-06,"1ef8A0","c.14.1.3"
"Rv2461c","CERT",2E-06,"1ef8A0","c.14.1.3"
"Rv2462c","LOW",0.044,"2tct01","NULL"
"Rv2463","CERT",1E-07,"1gceA0","e.3.1.1"
"Rv2464c","CERT",3E-08,"1ee8A0","a.156.1.2"
"Rv2465c","MEDIUM",0.009,"1a4iA1","NULL"
"Rv2466c","CERT",4E-06,"1fvkA0","c.47.1.13"
"Rv2467","LOW",0.012,"2tct00","a.4.1.9"
"Rv2468c","MEDIUM",0.001,"1a49A3","NULL"
"Rv2469c","MEDIUM",0.004,"1qrrA0","c.2.1.2"
"Rv2470","LOW",0.029,"1f0iA1","NULL"
"Rv2471","CERT",8E-10,"1uok02","NULL"
"Rv2472","LOW",0.056,"1iow00","c.30.1.2"
"Rv2473","LOW",0.016,"1a5300","c.1.2.4"
"Rv2474c","HIGH",0.0005,"1al300","c.94.1.1"
"Rv2475c","LOW",0.012,"1a34A0","b.121.7.1"
"Rv2476c","HIGH",0.0001,"1bjwA0","c.67.1.1"
"Rv2477c","CERT",2E-06,"1gajA0","c.37.1.12"
"Rv2478c","LOW",0.012,"1uxy01","NULL"
"Rv2479c","CERT",7E-05,"1cxqA0","NULL"
"Rv2480c","MEDIUM",0.007,"1aihA0","d.163.1.1"
"Rv2481c","LOW",0.021,"2napA1","NULL"
"Rv2482c","HIGH",0.0003,"1dtyA0","c.67.1.4"
"Rv2483c","CERT",3E-06,"1qq5A0","c.108.1.1"
"Rv2484c","LOW",0.026,"153l00","d.2.1.5"
"Rv2485c","CERT",2E-07,"1qfmA2","NULL"
"Rv2486","CERT",1E-08,"1ef8A0","c.14.1.3"
"Rv2487c","HIGH",0.0004,"1io1A0","e.32.1.1"
"Rv2488c","CERT",2E-06,"1fx2A0","d.58.29.1"
"Rv2489c","GUESS",0.234,"1e39A2","NULL"
"Rv2490c","CERT",3E-05,"1io1A0","e.32.1.1"
"Rv2491","MEDIUM",0.002,"1c1dA1","NULL"
"Rv2492","LOW",0.023,"1e32A0","b.52.2.3"
"Rv2493","LOW",0.077,"1j8mF1","NULL"
"Rv2494","MEDIUM",0.002,"1jb1A0","c.91.1.2"
"Rv2495c","CERT",9E-08,"3cla00","c.43.1.1"
"Rv2496c","CERT",3E-09,"1qs0B0","c.36.1.7"
"Rv2497c","CERT",5E-10,"1dtwA1","NULL"
"Rv2498c","CERT",1E-07,"1e0tA2","NULL"
"Rv2499c","GUESS",0.133,"1lucA0","c.1.16.1"
"Rv2500c","CERT",1E-08,"1ivhA2","NULL"
"Rv2501c","CERT",2E-09,"1bncA0","b.84.2.1"
"Rv2502c","HIGH",0.0009,"1d2nA0","c.37.1.20"
"Rv2503c","LOW",0.014,"1c1dA1","NULL"
"Rv2504c","LOW",0.023,"2scuB0","c.23.4.1"
"Rv2505c","CERT",6E-10,"1amuA0","e.23.1.1"
"Rv2506","CERT",6E-08,"2tct00","a.4.1.9"
"Rv2507","LOW",0.053,"1bi5A2","NULL"
"Rv2508c","GUESS",0.116,"1fngA1","NULL"
"Rv2509","CERT",2E-08,"1cydA0","c.2.1.2"
"Rv2510c","HIGH",0.0002,"1bi5A1","NULL"
"Rv2511","LOW",0.025,"1mpyA1","NULL"
"Rv2512c","HIGH",0.0002,"2tct00","a.4.1.9"
"Rv2513","LOW",0.055,"1cz4A2","NULL"
"Rv2514c","HIGH",0.0006,"1f0xA0","d.58.32.2"
"Rv2515c","HIGH",0.0009,"1ezwA0","c.1.16.3"
"Rv2516c","MEDIUM",0.009,"1f0kA0","c.87.1.2"
"Rv2517c","LOW",0.094,"1qq2A0","c.47.1.10"
"Rv2518c","MEDIUM",0.001,"2mprA0","f.4.3.2"
"Rv2519","HIGH",0.0001,"1a6cA0","b.121.4.2"
"Rv2520c","LOW",0.014,"1a36A1","NULL"
"Rv2521","CERT",6E-07,"1qq2A0","c.47.1.10"
"Rv2522c","CERT",5E-08,"1fnoA0","c.56.5.4"
"Rv2523c","CERT",9E-05,"1qr0A2","NULL"
"Rv2524c","CERT",4E-09,"1mla00","c.19.1.1"
"Rv2525c","LOW",0.052,"2pgd02","NULL"
"Rv2526","MEDIUM",0.009,"3bct00","a.118.1.1"
"Rv2527","LOW",0.034,"1amuA0","e.23.1.1"
"Rv2528c","LOW",0.013,"1dpgA0","c.2.1.3"
"Rv2529","MEDIUM",0.004,"1fr9A0","c.68.1.8"
"Rv2530c","MEDIUM",0.003,"1wod00","c.94.1.1"
"Rv2531c","CERT",8E-10,"1c4kA2","NULL"
"Rv2532c","MEDIUM",0.002,"1jusE0","a.4.1.9"
"Rv2533c","HIGH",0.0004,"2mnr01","NULL"
"Rv2534c","CERT",1E-05,"1bkb00","b.34.5.2"
"Rv2535c","CERT",6E-08,"1xgsA2","NULL"
"Rv2536","LOW",0.021,"1fohA3","NULL"
"Rv2537c","HIGH",0.0004,"1in4A2","NULL"
"Rv2538c","CERT",1E-09,"1dqsA0","e.22.1.1"
"Rv2539c","CERT",3E-06,"3aky01","NULL"
"Rv2540c","LOW",0.016,"1c4hA0","None"
"Rv2541","LOW",0.078,"1fnf00","b.1.2.1"
"Rv2542","MEDIUM",0.006,"1mpyA0","d.32.1.3"
"Rv2543","GUESS",0.152,"1ak501","NULL"
"Rv2544","LOW",0.038,"1ltdA1","NULL"
"Rv2545","LOW",0.013,"1qg8A0","c.68.1.1"
"Rv2546","MEDIUM",0.008,"1jusE0","a.4.1.9"
"Rv2547","MEDIUM",0.009,"1aihA0","d.163.1.1"
"Rv2548","MEDIUM",0.001,"1mucA0","c.1.11.2"
"Rv2549c","LOW",0.088,"1fs1B2","NULL"
"Rv2550c","GUESS",0.117,"1fnc00","b.43.4.2"
"Rv2551c","GUESS",0.239,"1iioA0","a.39.4.1"
"Rv2552c","CERT",3E-05,"2pgd02","NULL"
"Rv2553c","LOW",0.023,"1ak100","c.92.1.1"
"Rv2554c","MEDIUM",0.002,"1bfd01","NULL"
"Rv2555c","CERT",1E-06,"1qf6A3","NULL"
"Rv2556c","LOW",0.027,"1qh5A0","d.157.1.2"
"Rv2557","LOW",0.011,"1a6m00","a.1.1.2"
"Rv2558","LOW",0.033,"1a6m00","a.1.1.2"
"Rv2559c","CERT",3E-08,"1iqpA0","a.80.1.1"
"Rv2560","MEDIUM",0.002,"2nlrA0","b.29.1.11"
"Rv2561","LOW",0.055,"1mpyA1","NULL"
"Rv2562","LOW",0.066,"1bn6A0","c.69.1.8"
"Rv2563","LOW",0.066,"1bfd01","NULL"
"Rv2564","CERT",2E-08,"1gajA0","c.37.1.12"
"Rv2565","CERT",3E-07,"1cx4A0","b.82.3.2"
"Rv2566","HIGH",0.0003,"1bjwA0","c.67.1.1"
"Rv2567","MEDIUM",0.005,"1gdhA1","NULL"
"Rv2568c","LOW",0.047,"1lvl00","c.3.1.5"
"Rv2569c","LOW",0.041,"1vid00","c.66.1.1"
"Rv2570","LOW",0.042,"2pia03","NULL"
"Rv2571c","MEDIUM",0.003,"1e25A0","e.3.1.1"
"Rv2572c","CERT",1E-09,"1c0aA0","b.40.4.1"
"Rv2573","MEDIUM",0.005,"1qu9A0","d.79.1.1"
"Rv2574","MEDIUM",0.008,"1jssA0","d.129.3.2"
"Rv2575","MEDIUM",0.005,"1fnf00","b.1.2.1"
"Rv2576c","LOW",0.06,"1fnhA0","NULL"
"Rv2577","CERT",7E-08,"1uteA0","d.159.1.1"
"Rv2578c","MEDIUM",0.003,"1jusE0","a.4.1.9"
"Rv2579","CERT",2E-09,"1bn6A0","c.69.1.8"
"Rv2580c","CERT",5E-09,"1qf6A0","c.51.1.1"
"Rv2581c","CERT",2E-07,"1qh5A0","d.157.1.2"
"Rv2582","LOW",0.022,"1ixh00","c.94.1.1"
"Rv2583c","CERT",6E-05,"1qf6A2","NULL"
"Rv2584c","CERT",4E-07,"1qb7A0","c.61.1.1"
"Rv2585c","CERT",6E-10,"1dpe00","c.94.1.1"
"Rv2586c","MEDIUM",0.005,"1c0pA1","NULL"
"Rv2587c","MEDIUM",0.002,"1qu7A0","h.4.5.1"
"Rv2588c","LOW",0.043,"1ip9A0","d.15.2.2"
"Rv2589","CERT",7E-10,"1dtyA0","c.67.1.4"
"Rv2590","CERT",2E-09,"1amuA0","e.23.1.1"
"Rv2591","HIGH",0.0007,"1qazA0","a.102.3.1"
"Rv2592c","CERT",3E-09,"1in4A2","NULL"
"Rv2593c","HIGH",0.0009,"1mpyA1","NULL"
"Rv2594c","MEDIUM",0.002,"1g99A0","c.55.1.2"
"Rv2595","MEDIUM",0.008,"1dxy02","NULL"
"Rv2596","LOW",0.07,"1bywA0","d.110.3.6"
"Rv2597","LOW",0.076,"1j79A0","c.1.9.4"
"Rv2598","MEDIUM",0.007,"1qtmA1","NULL"
"Rv2599","MEDIUM",0.007,"1f2nA0","b.121.4.7"
"Rv2600","MEDIUM",0.01,"2tct02","NULL"
"Rv2601","CERT",5E-08,"1fpxA0","a.4.5.29"
"Rv2602","MEDIUM",0.008,"1qsmA0","d.108.1.1"
"Rv2603c","LOW",0.022,"7reqB2","NULL"
"Rv2604c","CERT",2E-08,"1qdlB0","c.23.16.1"
"Rv2605c","HIGH",0.0008,"1mkaA0","d.38.1.2"
"Rv2606c","CERT",2E-07,"1pymA0","c.1.12.7"
"Rv2607","LOW",0.093,"1cwvA2","NULL"
"Rv2608","GUESS",0.103,"1ds9A0","c.10.3.1"
"Rv2609c","CERT",2E-05,"1f3yA0","d.113.1.1"
"Rv2610c","CERT",1E-09,"1f6dA0","c.87.1.3"
"Rv2611c","CERT",8E-05,"1amuA0","e.23.1.1"
"Rv2612c","MEDIUM",0.009,"2tct00","a.4.1.9"
"Rv2613c","MEDIUM",0.009,"1drmA0","d.110.3.2"
"Rv2614c","CERT",6E-10,"1qf6A0","c.51.1.1"
"Rv2615c","MEDIUM",0.001,"3bct00","a.118.1.1"
"Rv2616","NULL","NULL","NULL","NULL"
"Rv2617c","LOW",0.067,"1ja5A0","None"
"Rv2618","HIGH",0.0003,"1e2xA0","a.4.5.6"
"Rv2619c","LOW",0.068,"1d1nA0","b.43.3.1"
"Rv2620c","LOW",0.07,"1bg1A2","NULL"
"Rv2621c","CERT",2E-06,"1bi000","a.4.5.24"
